StartTime,EndTime,StartRoomTemp,FinalRoomTemp,InactivePeriodRateOfTempChange,StartOutsideAirTemp,HasRoomBeenOccupied,StartOutsideAirHumidity
2024-06-11T18:33:03Z,2024-06-12T17:28:17Z,73.69999694824219,70,0.07333323160807291,58.29999923706055,true,69.37000274658203
2024-06-12T17:58:22Z,2024-06-12T18:07:25Z,71.69999694824219,73.19999694824219,0.05666656494140625,66.5,true,56.540000915527344
2024-06-12T18:37:27Z,2024-06-12T21:41:15Z,74.4000015258789,70,0.04000015258789062,66.5999984741211,true,56.20000076293945
2024-06-12T22:11:17Z,2024-06-12T22:34:27Z,71.9000015258789,73.19999694824219,0.06333338419596354,69,true,53.56000518798828
2024-06-12T23:04:29Z,2024-06-13T09:54:30Z,74.4000015258789,70,0.04000015258789062,68.4000015258789,true,54.790000915527344
2024-06-13T10:24:32Z,2024-06-13T10:50:39Z,72.19999694824219,73.19999694824219,0.07333323160807291,55.79999923706055,true,77.41999816894531
2024-06-13T11:20:41Z,2024-06-13T14:49:38Z,74.19999694824219,70,0.03333333333333333,59.20000076293945,true,73.22000122070312
2024-06-13T15:19:40Z,2024-06-13T16:04:52Z,73.69999694824219,72.9000015258789,0.12333323160807291,77.80000305175781,true,50.54999923706055
2024-06-13T16:34:54Z,2024-06-13T18:24:23Z,75.0999984741211,70,0.07333323160807291,80.30000305175781,true,46.709999084472656
2024-06-13T18:54:25Z,2024-06-13T19:22:33Z,72.19999694824219,73.19999694824219,0.07333323160807291,83.80000305175781,true,42.709999084472656
2024-06-13T19:52:35Z,2024-06-13T20:48:50Z,74.4000015258789,70,0.04000015258789062,84.0999984741211,true,41.08000183105469
2024-06-13T21:18:52Z,2024-06-13T21:28:55Z,72.4000015258789,73.19999694824219,0.0800000508626302,82.69999694824219,true,40.56999969482422
2024-06-13T21:58:57Z,2024-06-14T06:45:17Z,74.4000015258789,70,0.04000015258789062,82.69999694824219,true,40.54999923706055
2024-06-14T07:15:19Z,2024-06-14T07:18:20Z,73.4000015258789,72.9000015258789,0.11333338419596355,71,false,54.56999969482422
2024-06-14T07:48:22Z,2024-06-14T08:35:35Z,74.19999694824219,70,0.043333180745442706,70.5,false,55.3699951171875
2024-06-14T09:05:37Z,2024-06-14T09:06:37Z,73.19999694824219,72.9000015258789,0.10666656494140625,69.4000015258789,false,58.599998474121094
2024-06-14T09:36:39Z,2024-06-14T20:21:39Z,72.9000015258789,70,0,68.4000015258789,true,60.1300048828125
2024-06-14T20:51:41Z,2024-06-14T21:16:48Z,71.69999694824219,73.19999694824219,0.05666656494140625,75.19999694824219,true,48.06999588012695
2024-06-14T21:46:50Z,2024-06-17T06:40:19Z,74.19999694824219,70,0.03333333333333333,74,true,52.720001220703125
2024-06-17T07:10:21Z,2024-06-17T07:30:26Z,72.9000015258789,73.19999694824219,0.09666671752929687,63.29999923706055,false,62.90000534057617
2024-06-17T08:00:28Z,2024-06-17T08:37:38Z,73.9000015258789,70,0.02333348592122396,64,false,62.91999435424805
2024-06-17T09:07:40Z,2024-06-17T09:22:44Z,72.9000015258789,73.19999694824219,0.09666671752929687,63.70000076293945,false,63.54999923706055
2024-06-17T09:52:46Z,2024-06-17T11:56:18Z,73.9000015258789,70,0.02333348592122396,63.79999923706055,true,64.56999969482422
2024-06-17T12:26:20Z,2024-06-17T12:37:23Z,72.4000015258789,73.19999694824219,0.0800000508626302,68.80000305175781,true,63.95000076293945
2024-06-17T13:07:25Z,2024-06-17T17:32:37Z,74.19999694824219,70,0.03333333333333333,69.4000015258789,true,65.11000061035156
2024-06-17T18:02:39Z,2024-06-17T18:48:51Z,72.4000015258789,73.19999694824219,0.0800000508626302,86.19999694824219,true,45.939998626708984
2024-06-17T19:18:53Z,2024-06-17T22:25:42Z,73.9000015258789,70,0.02333348592122396,87,true,48.81999969482422
2024-06-17T22:55:44Z,2024-06-17T23:56:00Z,71.9000015258789,73.19999694824219,0.06333338419596354,68.5,true,81.72999572753906
2024-06-18T00:26:02Z,2024-06-18T06:45:42Z,73.4000015258789,70,0.006666819254557292,68,true,84.74000549316406
2024-06-18T07:15:44Z,2024-06-18T08:15:00Z,72.4000015258789,73.19999694824219,0.0800000508626302,66.5999984741211,false,84.47999572753906
2024-06-18T08:45:02Z,2024-06-18T17:17:22Z,73.69999694824219,70,0.016666666666666666,66.30000305175781,true,84.15999603271484
2024-06-18T17:47:24Z,2024-06-18T18:17:33Z,72.4000015258789,73.19999694824219,0.0800000508626302,84.19999694824219,true,64.68000030517578
2024-06-18T18:47:35Z,2024-06-19T09:36:38Z,74.19999694824219,70,0.03333333333333333,85.0999984741211,true,63.7400016784668
2024-06-19T10:06:40Z,2024-06-19T10:55:54Z,71.9000015258789,73.19999694824219,0.06333338419596354,73.19999694824219,true,80.1199951171875
2024-06-19T11:25:56Z,2024-06-21T08:58:13Z,74.4000015258789,70,0.04000015258789062,73.9000015258789,true,79.94999694824219
2024-06-21T09:28:15Z,2024-06-21T09:50:21Z,72.9000015258789,73.19999694824219,0.09666671752929687,67.19999694824219,false,91.39999389648438
2024-06-21T10:20:23Z,2024-06-21T21:20:24Z,73.4000015258789,70,0.006666819254557292,67.80000305175781,true,90.94999694824219
2024-06-21T21:50:26Z,2024-06-21T22:19:34Z,72.69999694824219,73.19999694824219,0.08999989827473959,78.5999984741211,true,67.95999908447266
2024-06-21T22:49:36Z,2024-06-22T08:09:03Z,73.69999694824219,70,0.016666666666666666,77.5999984741211,true,70.81999969482422
2024-06-22T08:39:05Z,2024-06-22T09:40:21Z,71.9000015258789,73.19999694824219,0.06333338419596354,66.5,false,89.69999694824219
2024-06-22T10:10:26Z,2024-06-23T09:19:31Z,73.4000015258789,70,0.006666819254557292,66.4000015258789,true,89.55999755859375
2024-06-23T09:49:33Z,2024-06-23T10:51:50Z,71.9000015258789,73.19999694824219,0.06333338419596354,71.80000305175781,true,79.13999938964844
2024-06-23T11:21:52Z,2024-06-24T06:41:58Z,73.69999694824219,70,0.016666666666666666,73.5,true,75.34000396728516
2024-06-24T07:12:00Z,2024-06-24T07:25:04Z,72.69999694824219,73.19999694824219,0.08999989827473959,64,false,66.72999572753906
2024-06-24T07:55:06Z,2024-06-24T08:58:23Z,73.4000015258789,70,0.006666819254557292,63.400001525878906,false,67.59000396728516
2024-06-24T09:28:25Z,2024-06-24T10:02:36Z,72.19999694824219,73.19999694824219,0.07333323160807291,62.400001525878906,true,68.97999572753906
2024-06-24T10:32:38Z,2024-06-24T10:48:18Z,73.69999694824219,0,0.016666666666666666,61,true,73.97000122070312
2024-06-24T11:18:20Z,2024-06-24T11:21:21Z,72.9000015258789,73.19999694824219,0,60.5,true,77.43999481201172
2024-06-24T11:51:23Z,2024-06-24T16:20:30Z,74.19999694824219,70,0.03333333333333333,59.79999923706055,true,79.46000671386719
2024-06-24T16:50:32Z,2024-06-24T17:05:36Z,72.19999694824219,73.19999694824219,0.07333323160807291,65.80000305175781,true,63.519996643066406
2024-06-24T17:35:38Z,2024-06-25T06:31:15Z,73.69999694824219,70,0.016666666666666666,68.4000015258789,true,60.05999755859375
2024-06-25T07:01:17Z,2024-06-25T07:18:22Z,72.9000015258789,73.19999694824219,0.09666671752929687,56.599998474121094,false,74.49000549316406
2024-06-25T07:48:24Z,2024-06-25T08:24:34Z,74.19999694824219,70,0.03333333333333333,55.900001525878906,false,76.64999389648438
